Image_RID,XZP_pred,XZP_prob_airplane,XZP_prob_automobile,XZP_prob_bird,XZP_prob_cat,XZP_prob_deer,XZP_prob_dog,XZP_prob_frog,XZP_prob_horse,XZP_prob_ship,XZP_prob_truck,Z1R_pred,Z1R_prob_airplane,Z1R_prob_automobile,Z1R_prob_bird,Z1R_prob_cat,Z1R_prob_deer,Z1R_prob_dog,Z1R_prob_frog,Z1R_prob_horse,Z1R_prob_ship,Z1R_prob_truck,103T_pred,103T_prob_airplane,103T_prob_automobile,103T_prob_bird,103T_prob_cat,103T_prob_deer,103T_prob_dog,103T_prob_frog,103T_prob_horse,103T_prob_ship,103T_prob_truck,True_Class
636,airplane,0.32582048,0.060027942,0.040983856,0.068687275,0.06184513,0.13877808,0.043179475,0.05429066,0.12934168,0.077045344,cat,0.054060522,0.011644836,0.12145293,0.35630867,0.20043553,0.1496943,0.031499,0.017816694,0.0060523935,0.05103505,dog,0.001522511,0.008875221,0.0032704491,0.0007369368,0.06726528,0.9094724,0.0038898445,3.9807162e-08,1.576415e-06,0.004965702,dog
638,airplane,0.17752782,0.11330279,0.08936592,0.07068968,0.06681355,0.14578494,0.06254321,0.07107994,0.10188645,0.10100569,ship,0.28352544,0.012065976,0.036851056,0.002905681,0.02220414,0.00086304283,0.0016453164,0.00067108293,0.61956066,0.019707626,ship,0.019213311,7.301886e-05,0.0018384586,5.028621e-07,0.004562831,6.407127e-08,2.3852932e-05,4.5625556e-10,0.9742774,1.052917e-05,airplane
63A,deer,0.081538334,0.08759634,0.07525261,0.09646431,0.13466989,0.13244003,0.110362746,0.11918727,0.063414946,0.09907344,deer,0.0042916536,0.0031246913,0.04263831,0.17657298,0.44709268,0.055022504,0.062334903,0.20353937,0.0005961951,0.004786697,horse,2.202203e-06,1.8173903e-06,0.008062768,0.020674048,0.002138641,0.0037845408,0.0020625386,0.96326584,1.0783454e-08,7.6047663e-06,deer
63E,frog,0.015033126,0.061899833,0.1386394,0.11628306,0.10806523,0.16776481,0.21556725,0.10087311,0.02094827,0.054925878,frog,0.00033731744,0.0006214746,0.039930753,0.17156896,0.24971709,0.098609395,0.4110187,0.024405839,0.00040046588,0.003390012,frog,3.435966e-07,1.4858727e-05,0.10640718,0.02435911,0.0009269614,0.20521948,0.6613727,0.0016798282,6.189813e-09,1.952152e-05,cat
63G,truck,0.021403518,0.10030012,0.07781595,0.06216505,0.15933256,0.07293954,0.13293144,0.08881421,0.052240945,0.23205663,truck,0.0023322022,0.07198168,0.011777085,0.04410584,0.26087198,0.07745183,0.11011932,0.04983664,0.003683517,0.3678399,truck,4.5539815e-07,0.0007505122,1.2354249e-08,1.5540468e-06,0.0110319415,0.00088065845,7.788841e-06,6.3698026e-05,4.492184e-08,0.9872634,automobile
63J,frog,0.009285056,0.10291697,0.13368903,0.07729307,0.13583656,0.076631576,0.21339485,0.0776149,0.03572931,0.13760863,frog,0.0016487731,0.020838233,0.036460746,0.19949509,0.103278324,0.045704365,0.50917214,0.04964171,0.010015938,0.023744598,frog,5.2422195e-07,0.0012314437,7.159523e-06,0.0017219167,2.134711e-05,1.7050291e-06,0.995274,3.3660401e-06,3.716076e-08,0.0017385287,frog
63M,frog,0.035987906,0.12290479,0.10816087,0.0952123,0.1302504,0.12303681,0.13080356,0.088473395,0.06265498,0.10251504,cat,0.02237033,0.03054253,0.0857834,0.2277363,0.19651555,0.13932703,0.1606439,0.11672569,0.013613811,0.006741525,dog,0.0021269752,0.028866662,0.0006465335,0.2363906,0.008811327,0.6890362,0.0052286224,0.02858753,1.120696e-05,0.00029430137,dog
63R,airplane,0.16798198,0.07919753,0.05285455,0.09088766,0.0963371,0.13842325,0.0723659,0.08555114,0.11866215,0.09773871,cat,0.0026965546,0.005474774,0.029744169,0.44025508,0.26443037,0.06187873,0.09112925,0.08118282,0.008211884,0.014996394,cat,8.572084e-06,0.00240288,0.00021249331,0.4602223,0.039483085,0.31716067,0.14040676,0.019149572,0.00055543665,0.020398298,deer
63T,deer,0.102345414,0.0748502,0.07042425,0.08026335,0.12728927,0.10955567,0.10793754,0.127142,0.07357698,0.12661539,frog,0.020997953,0.0052974788,0.0685773,0.1686393,0.24038146,0.07461591,0.32653198,0.08059938,0.004576557,0.009782604,frog,0.014908392,0.000381363,0.00059506507,0.009542745,0.0016590294,0.0015896484,0.97066015,0.00027497535,5.033781e-06,0.0003835511,cat
63Y,airplane,0.18991442,0.09773258,0.045608103,0.07010158,0.06352515,0.15917157,0.043667983,0.047664005,0.13635255,0.14626208,truck,0.0052618077,0.038901865,0.014547961,0.16691521,0.033129916,0.045746997,0.006637547,0.045154188,0.022583624,0.6211208,truck,4.5001173e-08,7.648551e-06,5.534154e-07,1.0252818e-05,8.2168356e-07,0.018537901,3.1226104e-05,0.00023724767,0.00014291685,0.9810315,ship
642,dog,0.028313637,0.084849216,0.12841381,0.12274607,0.08174044,0.27460974,0.15125197,0.078772835,0.019248359,0.03005383,cat,0.1440615,0.021643337,0.1557632,0.20927566,0.14520276,0.18102309,0.04158728,0.061921477,0.03470696,0.004814814,airplane,0.7767354,0.0046097287,0.03355233,0.004787852,1.195591e-06,0.00037837843,0.00030841393,0.028201407,0.15096778,0.00045748198,automobile
644,truck,0.080589846,0.11446924,0.06491873,0.07200747,0.14405651,0.11524959,0.07619273,0.11672909,0.055159852,0.1606269,airplane,0.33531657,0.2206414,0.030906081,0.09830377,0.17705753,0.02678091,0.0028974663,0.03954986,0.008842354,0.05970407,airplane,0.769082,0.011382815,0.12334823,0.08149149,0.00051245757,1.6815851e-05,1.9357289e-05,0.00021189617,3.0912024e-06,0.013931795,bird
64A,automobile,0.03900604,0.13381065,0.103413545,0.07928634,0.13141309,0.109464176,0.11498013,0.086588345,0.081125684,0.120912015,deer,0.004983268,0.04931867,0.10989231,0.25110984,0.25373644,0.12833491,0.08154315,0.09780918,0.019148555,0.0041237446,cat,5.489498e-06,0.0015256099,0.0140575385,0.96830106,0.010756494,0.0030499178,0.0012989374,0.0010007661,6.4401013e-07,3.452463e-06,dog
64E,horse,0.13431627,0.05854313,0.07025155,0.07991918,0.0949895,0.12250174,0.09937257,0.14085598,0.07023947,0.12901053,horse,0.009102546,0.0024606648,0.06401617,0.19283405,0.118440375,0.0066287387,0.17326938,0.3157806,0.010227204,0.10724025,horse,0.00014495668,2.914472e-05,5.3114174e-05,0.062324528,4.6981175e-05,9.931506e-07,0.00096718647,0.904551,9.8957134e-05,0.03178311,airplane
64M,airplane,0.40358657,0.06282373,0.031795863,0.04288019,0.042799193,0.104021445,0.025913432,0.049535163,0.12735718,0.10928727,truck,0.012675511,0.346413,0.012821533,0.031020574,0.016975582,0.0030352823,0.0009771542,0.022669557,0.07444361,0.4789682,truck,5.1117895e-06,0.15835354,9.786876e-05,7.3040167e-07,2.9731052e-06,1.4891398e-10,1.261012e-09,1.1469838e-07,0.0016056286,0.83993405,automobile
64R,truck,0.021349339,0.11460289,0.086083174,0.072825156,0.13786751,0.075445235,0.11675752,0.08777007,0.035844423,0.25145462,automobile,0.00030916653,0.7039565,0.0024994628,0.03728228,0.009891616,0.005642895,0.0047411323,0.0023446067,0.00025917182,0.23307323,automobile,1.21369075e-08,0.6177835,1.2903584e-07,6.7254355e-06,4.3597698e-08,2.5578206e-07,2.7214492e-05,1.4995601e-08,5.7521716e-09,0.38218212,truck
64T,truck,0.03066243,0.13214384,0.09317771,0.091317125,0.13535963,0.10364803,0.10633019,0.092493914,0.042817682,0.17204946,automobile,0.0010017746,0.5801386,0.0025406207,0.1511469,0.046715748,0.019143812,0.001962326,0.028464135,0.0013140229,0.16757196,automobile,1.40196e-06,0.98374087,6.173247e-05,0.0074141733,0.0010609162,0.00067567744,2.7358712e-07,0.0032987033,1.8501134e-07,0.003746164,horse
64Y,truck,0.07274237,0.08354835,0.05691139,0.06028789,0.14129755,0.06710548,0.09541355,0.09983685,0.08550982,0.23734675,frog,0.008229194,0.120379604,0.01636962,0.01692336,0.19928996,0.0022501098,0.41815478,0.0043214266,0.016819334,0.1972626,automobile,1.6576545e-06,0.9442574,2.8341049e-08,2.2051456e-08,1.5354055e-05,2.986461e-07,0.007736432,7.746375e-08,3.6917058e-06,0.047985047,automobile
650,airplane,0.23935883,0.067038774,0.027437182,0.058676064,0.078855045,0.101292506,0.04080607,0.044343874,0.1525169,0.18967476,deer,0.03606029,0.057126768,0.008869264,0.058282945,0.4873086,0.020256275,0.18027854,0.0056429245,0.060329247,0.085845165,deer,0.00039816636,0.00019613944,3.2632173e-08,0.00016796803,0.99825186,8.648975e-05,7.348513e-05,1.5388358e-07,1.2792703e-05,0.0008127816,airplane
65A,truck,0.0555523,0.08339183,0.04842353,0.072360866,0.12700847,0.07274105,0.08561357,0.09614847,0.080559455,0.27820048,truck,0.00015581909,0.049435098,0.00093350146,0.05177326,0.04832861,0.0060946704,0.051182758,0.018658657,0.007174329,0.7662633,truck,5.4828067e-09,0.00083943567,3.1444694e-07,4.085581e-05,2.6443277e-07,1.2626701e-05,5.860898e-05,4.5195407e-05,8.588401e-05,0.99891686,truck
65C,automobile,0.09355387,0.12150707,0.09510845,0.08075433,0.11615868,0.1130396,0.08585292,0.092867844,0.09774559,0.103411645,bird,0.10011839,0.06510468,0.2658255,0.038241252,0.17916214,0.12115004,0.03899807,0.15411283,0.033187967,0.0040990678,deer,0.032889385,0.10069244,0.37570664,0.0012320561,0.4102059,0.06471237,0.008643575,0.0057478123,0.00016689149,2.9003118e-06,deer
65E,truck,0.04377447,0.106468126,0.09100512,0.07724648,0.13090155,0.12410887,0.11656847,0.104010575,0.038873978,0.1670423,truck,0.0059786546,0.20546407,0.0046904315,0.028276011,0.08107903,0.0006698279,0.011998216,0.003223505,0.009645826,0.6489744,truck,1.0230924e-06,0.0035419785,4.5244195e-09,4.808587e-07,6.5316067e-07,1.2637999e-10,7.038649e-05,5.9668736e-08,1.8159918e-06,0.99638355,truck
65G,dog,0.07531189,0.08839672,0.08286104,0.123777755,0.09075716,0.22836514,0.09297624,0.093214095,0.05298687,0.071353145,dog,0.0014041736,0.007569866,0.0055754404,0.25124097,0.060827646,0.37333024,0.00948142,0.26639107,0.0007404182,0.023438731,dog,1.7873083e-08,2.0436217e-05,8.7870685e-06,0.0074381763,1.0577204e-05,0.7171801,8.018729e-06,0.2751909,1.57829e-08,0.00014293409,horse
65J,frog,0.005985666,0.09537949,0.16387723,0.06720221,0.13636613,0.07684994,0.2501672,0.08377443,0.021869728,0.098528035,frog,0.007531153,0.010645145,0.25604308,0.08951931,0.13617961,0.05118324,0.39501736,0.036624357,0.01058536,0.0066714506,frog,0.0004977794,0.00062038546,0.18487574,0.0003445087,0.017365634,0.0005989348,0.7931594,0.00053648785,5.092317e-07,0.002000627,frog
65M,frog,0.0101572955,0.086333364,0.19257542,0.08594227,0.110335484,0.10990205,0.22142698,0.10203664,0.01997874,0.06131177,bird,0.037681594,0.012866166,0.4292675,0.12557675,0.12353023,0.05970086,0.08810307,0.08318439,0.036892608,0.0031968213,bird,0.0015762396,0.000116627605,0.99096656,0.0016044902,0.0054720524,3.023159e-05,0.00019952223,3.2479602e-05,8.676844e-07,8.7126074e-07,truck
65P,frog,0.015232733,0.11028252,0.15714057,0.07650023,0.12664388,0.09312392,0.1797047,0.0976169,0.035350118,0.108404495,bird,0.04368848,0.0335567,0.5251447,0.09770437,0.06671037,0.050499648,0.10873523,0.031656154,0.02651472,0.015789602,bird,0.0044546607,0.0024432468,0.9631635,0.00085062,0.0007116719,7.50904e-05,0.027795842,0.00011546502,1.4450598e-05,0.0003754427,bird
65R,truck,0.040630978,0.098516695,0.08287915,0.05723097,0.13769057,0.08085325,0.09837617,0.1156623,0.063463114,0.22469684,horse,0.04781976,0.021795038,0.11905236,0.08599332,0.114448,0.084880926,0.018164767,0.3682676,0.051521026,0.088057205,horse,0.00022143725,0.0002613574,0.00931456,8.412949e-05,3.780369e-05,0.003812561,0.00014467331,0.96927077,0.00060689665,0.016245734,horse
65T,frog,0.0070995428,0.06831374,0.14770837,0.10730967,0.10672661,0.13910067,0.27689582,0.07619744,0.015854916,0.054793123,frog,6.493645e-05,0.00071472075,0.02401595,0.18326342,0.1560247,0.04429724,0.5814808,0.0070956233,0.00023836616,0.002804221,frog,9.6320525e-09,0.0010283837,0.00034378684,0.008369584,0.00059690257,0.06858916,0.92093265,1.6153585e-05,3.8167203e-09,0.00012340763,dog
65W,frog,0.009196216,0.10621645,0.13690242,0.08671943,0.14297165,0.11747469,0.19184665,0.10274573,0.016371474,0.0895553,deer,0.0063633355,0.2538009,0.011205436,0.101098925,0.3421383,0.006888136,0.030862767,0.1377157,0.011652814,0.09827374,automobile,0.00045659626,0.5147492,0.0009753464,0.0067435266,0.3713509,1.9478243e-06,0.022545122,0.035033833,4.164954e-05,0.04810191,automobile
65Y,frog,0.012130909,0.109209254,0.14388163,0.07046866,0.14832677,0.073759995,0.19041558,0.089793906,0.035186846,0.12682651,deer,0.0044508292,0.022917997,0.27907756,0.0687667,0.27986827,0.09599439,0.1874821,0.049110696,0.0051374673,0.007193941,bird,2.0702416e-06,6.497324e-05,0.97854096,0.00025694838,0.017907124,4.5685832e-05,0.0031674805,1.3251739e-05,1.1930061e-09,1.4760849e-06,bird
660,airplane,0.49663112,0.04771858,0.022564445,0.02911172,0.039118003,0.08070593,0.019279025,0.02637008,0.14854006,0.0899611,airplane,0.86727846,0.0058854325,0.021502841,0.0001835566,0.016505396,0.00011532682,0.0015255841,0.00025533768,0.06930529,0.017442651,airplane,0.9999423,2.092718e-06,1.5364069e-06,1.467144e-11,6.3515193e-10,1.3530169e-12,1.2713037e-08,9.120752e-14,1.0638031e-05,4.341581e-05,airplane
662,truck,0.060804646,0.11728595,0.057207223,0.06128711,0.12633163,0.07719084,0.071654215,0.07878948,0.089253515,0.26019543,truck,0.00043394996,0.24132665,0.007067007,0.08297128,0.15610397,0.009330937,0.02962517,0.015547394,0.0019447248,0.45564893,truck,1.6073441e-08,0.021439979,1.8175753e-06,0.00014320853,6.76027e-06,2.9082632e-06,6.157801e-05,1.3160553e-06,2.9151006e-09,0.9783424,truck
664,truck,0.074109286,0.0722551,0.061649233,0.04663887,0.1133689,0.06393739,0.08266563,0.124025054,0.09938594,0.26196465,horse,0.060848497,0.022407718,0.07471665,0.059766833,0.11450227,0.019678716,0.023634076,0.39174384,0.11666467,0.11603674,truck,8.2024475e-05,0.014110401,4.0554496e-06,1.4984631e-06,5.1990217e-05,3.3660065e-08,4.044375e-05,1.2024293e-05,3.0301385e-06,0.98569447,airplane
666,truck,0.08257632,0.17777933,0.075519785,0.052839953,0.084336914,0.089990236,0.055471465,0.047884934,0.11228555,0.22131555,airplane,0.50374174,0.1821772,0.02784162,0.0021371548,0.01062214,0.00044739878,0.00082848273,0.00047402846,0.14409256,0.1276377,automobile,0.03677958,0.93673813,5.8312844e-07,1.3091522e-09,5.2448534e-08,6.8546566e-12,2.7454385e-08,1.8844312e-13,1.8097395e-05,0.026463559,automobile
66A,airplane,0.31903353,0.05893865,0.04123443,0.07467835,0.069127485,0.1281507,0.04923225,0.055432364,0.13235742,0.071814865,cat,0.030162912,0.0035412868,0.059435565,0.5345863,0.21155128,0.04094628,0.08549351,0.011700744,0.0061983885,0.01638368,cat,0.01890913,0.00095328444,0.06534251,0.7710181,0.07805088,0.0027496922,0.062069412,8.6223105e-07,6.408053e-05,0.0008420688,airplane
66E,dog,0.11425643,0.066790916,0.074709184,0.12183765,0.10235982,0.16336825,0.104377955,0.10563159,0.07516417,0.07150398,cat,0.0036826925,0.00042887466,0.0949566,0.4204909,0.18011849,0.080959484,0.13060887,0.08362443,0.0008826067,0.004247164,cat,4.6621985e-06,5.1951616e-07,0.061844416,0.8169873,0.004284916,0.03379214,0.074971825,0.00807793,1.5408309e-06,3.4761346e-05,deer
66G,airplane,0.4177028,0.043223325,0.057261653,0.046941847,0.05678843,0.12715857,0.04224754,0.0805978,0.082927406,0.045150716,airplane,0.6231984,0.00045775605,0.18884952,0.0071359677,0.07751233,0.017764986,0.004794521,0.06019887,0.019654976,0.00043277125,airplane,0.9985667,2.8025472e-08,0.0013497289,2.4106063e-07,4.8899115e-06,5.294243e-08,2.3081802e-05,1.3326655e-09,5.5286942e-05,2.807635e-12,airplane
66J,truck,0.038071204,0.11938663,0.05218407,0.05839897,0.17905772,0.08377662,0.08264433,0.07342807,0.060281202,0.25277114,automobile,0.0011753918,0.3624428,0.0026758926,0.15392357,0.35946518,0.008030432,0.008590026,0.007932004,0.00090636493,0.09485828,automobile,1.2281471e-07,0.6646454,1.267613e-08,1.8658553e-05,3.4232165e-05,5.864431e-06,1.37732e-08,0.0009914052,2.4012152e-07,0.33430415,automobile
66M,dog,0.01707619,0.14952295,0.10436349,0.12108378,0.10288392,0.198652,0.1513211,0.061786003,0.024933811,0.06837682,automobile,0.0012783019,0.7433521,0.0015632014,0.14065534,0.016548034,0.048526414,0.009950551,0.030673426,0.00072504487,0.0067276293,automobile,4.2503024e-07,0.9320837,4.912107e-10,0.0012580795,3.267881e-06,0.009823841,9.133784e-05,0.056710932,1.2183315e-07,2.8309341e-05,horse
66R,airplane,0.59396076,0.032191254,0.027084239,0.026377548,0.027783234,0.08324874,0.02010701,0.025382897,0.12410934,0.039754968,airplane,0.80733126,0.0005909604,0.05941064,0.00036717387,0.0076383534,0.00073314656,0.0024433557,0.00068570225,0.12013437,0.00066500803,airplane,0.97944665,4.8575092e-08,3.6803653e-05,4.2944415e-10,2.0429104e-07,1.4204712e-10,1.6083077e-07,1.2219475e-13,0.020516116,2.2816646e-11,airplane
66T,truck,0.047332346,0.08811394,0.07354807,0.06313324,0.1479305,0.08984817,0.10296384,0.12971438,0.05548927,0.20192623,deer,0.0049208133,0.03673715,0.033364523,0.14614359,0.3681446,0.119645014,0.026907878,0.12715192,0.001206172,0.1357782,dog,1.0673558e-06,1.9946432e-05,0.00010617376,0.0012532889,0.072682165,0.9054724,7.004371e-05,0.00034439427,8.104916e-10,0.02005058,dog
66W,frog,0.015741408,0.06673249,0.14058858,0.07818409,0.13416469,0.08698508,0.22187908,0.12853983,0.022975525,0.10420925,frog,0.0011598268,0.004322903,0.09354793,0.05378622,0.22336176,0.017933754,0.57287794,0.020193929,0.00093500223,0.011880719,frog,4.6308647e-05,1.8160661e-06,0.005675516,0.00076691544,0.06879114,0.00013015007,0.9231462,0.00087200024,5.5453242e-08,0.0005699819,bird
66Y,dog,0.12420235,0.06932833,0.07283869,0.08409253,0.10035079,0.15487625,0.09008344,0.122446455,0.092070594,0.0897106,dog,0.011614972,0.00038411064,0.04881315,0.019199032,0.028209973,0.6031058,0.007954447,0.27695104,0.0034808896,0.00028657823,dog,3.7667053e-08,1.7193464e-09,5.154094e-05,4.6703937e-07,4.7349833e-05,0.9997621,3.094393e-07,0.00013811684,1.4753585e-08,7.194874e-10,dog
670,airplane,0.1617883,0.064861044,0.06262552,0.08705246,0.10644639,0.15105855,0.082313515,0.113803856,0.08219284,0.08785751,cat,0.010711619,0.0013851916,0.051427223,0.32109421,0.2070539,0.12745938,0.019825125,0.25570816,0.00051846815,0.0048167943,cat,5.4794207e-05,5.905726e-06,0.0010875192,0.8070836,0.019009583,0.0682907,3.3932705e-05,0.10432173,2.1330078e-07,0.000112053516,frog
672,automobile,0.071574375,0.12965518,0.09933993,0.09096749,0.11558565,0.1266117,0.092213236,0.09125923,0.0753823,0.107410975,cat,0.026768113,0.25634173,0.07710132,0.2872686,0.07607864,0.07838192,0.015417692,0.1497643,0.012756479,0.020121137,automobile,8.206638e-05,0.78281265,0.038685855,0.080088444,0.00016959543,0.028936392,4.5566787e-05,0.06906849,2.6597305e-05,8.437006e-05,dog
676,deer,0.044707365,0.10768306,0.09812721,0.10419874,0.13874738,0.11529846,0.13158844,0.090581,0.06537384,0.10369455,deer,0.003995111,0.0109943645,0.07903797,0.102858305,0.5179138,0.08242923,0.15753455,0.035446137,0.005037858,0.004752621,deer,1.348636e-05,0.00031456107,0.06366088,0.07443473,0.6844435,0.0050812704,0.17173037,0.00028684756,1.3696558e-05,2.0643944e-05,deer
678,truck,0.03806208,0.13177843,0.06273747,0.0680044,0.13061695,0.07748252,0.08113677,0.055933572,0.08355923,0.2706886,truck,0.033471182,0.23104787,0.011494532,0.017730137,0.150881,0.03213509,0.031386312,0.009502751,0.21142964,0.27092144,truck,0.00068483,0.0037725563,3.964407e-06,2.4682477e-05,0.10424989,0.009174904,8.096824e-05,0.00010023658,0.004690775,0.87721723,deer
67A,frog,0.008975734,0.08453001,0.1301845,0.084644295,0.14573407,0.10691579,0.24596481,0.09287981,0.02440478,0.07576625,dog,0.0005193649,0.0019090056,0.075986244,0.19341993,0.22040059,0.26172093,0.11150865,0.13309008,0.0008281085,0.0006171176,horse,4.20704e-06,0.009661491,0.083806604,0.0015391768,0.0067111226,0.27703294,0.18216358,0.4387409,2.17705e-06,0.00033774617,dog
67C,airplane,0.4863167,0.046119973,0.025140315,0.04009726,0.055535402,0.11244804,0.022051811,0.038701378,0.10222743,0.07136169,deer,0.12220614,0.00057638856,0.08285922,0.046476364,0.7335867,0.0013634583,0.004452459,0.004435955,0.00047660086,0.0035667582,cat,0.03513175,1.2676511e-06,0.01891506,0.94472224,0.0009568583,6.8865415e-07,0.00027167122,2.7197746e-07,5.2687832e-12,2.8777984e-07,horse
67E,truck,0.1710801,0.083682425,0.041812737,0.06352202,0.09403631,0.09453056,0.05377916,0.07887258,0.12749362,0.19119039,truck,0.039424423,0.10727007,0.01223398,0.02616198,0.21017501,0.007414434,0.010603519,0.051149704,0.18591557,0.3496514,truck,7.3609312e-06,0.0026114471,4.5171825e-07,4.4332103e-07,2.2652536e-07,1.4126942e-07,1.9586448e-06,1.5541565e-07,0.0043899654,0.99298793,automobile
67G,airplane,0.15032145,0.09823585,0.09798495,0.066956304,0.08724616,0.10752042,0.08160924,0.09782036,0.10089195,0.111413315,airplane,0.45307103,0.005968777,0.1209155,0.0054566064,0.040712606,0.006891938,0.015330623,0.012781112,0.32934934,0.0095224315,airplane,0.793637,4.7003985e-07,0.049044907,2.4505653e-06,9.547044e-06,1.6126063e-07,0.0002276723,1.8485933e-08,0.15707771,2.2274147e-08,bird
67J,truck,0.03728005,0.08046464,0.07250525,0.056237306,0.13570017,0.05981081,0.10842609,0.099951155,0.06405302,0.28557152,truck,0.011219724,0.017909016,0.0321061,0.00960561,0.18233712,0.0027094923,0.12097311,0.023516554,0.057493668,0.5421296,truck,4.267791e-05,0.00018475059,1.0561478e-05,6.2187075e-07,0.0017099784,2.2045508e-06,0.002496876,0.00063200254,0.00029444584,0.99462575,deer
67M,frog,0.015732203,0.12712154,0.14692901,0.071071416,0.13103196,0.08315491,0.16774385,0.086169444,0.04419613,0.12684953,bird,0.021936137,0.04035316,0.5485311,0.046334803,0.09732488,0.020641401,0.11864686,0.0124618905,0.048367288,0.04540249,bird,4.9663282e-05,0.00015456478,0.99968374,1.0543367e-06,6.0936445e-06,3.1846382e-06,8.65272e-05,5.60294e-08,2.5226532e-06,1.267127e-05,bird
67R,airplane,0.90821576,0.0031328348,0.0015169762,0.0019005309,0.0018986324,0.018647764,0.0009873204,0.0011110454,0.056373764,0.006215359,airplane,0.5199551,1.39774875e-05,0.01059723,6.0118117e-07,0.0003221685,2.441067e-07,0.00018384497,4.00569e-08,0.46884543,8.135346e-05,airplane,0.97702163,1.1391097e-12,5.766368e-05,9.4453484e-14,2.9430857e-11,2.2720322000000004e-16,7.6409984e-10,5.905531e-25,0.022920705,2.1321725e-15,airplane
67T,deer,0.07098936,0.09178726,0.0908714,0.10784328,0.12821834,0.11735238,0.116213426,0.107493736,0.078600556,0.09063018,deer,0.007817958,0.00690174,0.10650731,0.22970536,0.35886478,0.10873831,0.095691174,0.07249366,0.004747534,0.008532175,deer,4.5631627e-05,9.642534e-05,0.2090743,0.20010383,0.49501503,0.016037561,0.07594531,0.003606602,1.667364e-05,5.8692276e-05,bird
67W,dog,0.089955285,0.06972,0.07688415,0.1362525,0.0962145,0.24871548,0.10071753,0.09039656,0.046888284,0.044255752,cat,0.0011116175,0.00011995776,0.042080913,0.66878074,0.09320408,0.076439,0.05641176,0.060860246,0.00019115576,0.00080054894,cat,2.8917649e-08,8.789719e-11,6.6379296e-05,0.99371463,3.2702244e-06,0.0016467004,1.7998315e-07,0.0045687966,4.965583e-10,1.3015908e-10,cat
67Y,dog,0.050600514,0.040050816,0.10028729,0.1294132,0.09127643,0.26580405,0.15994594,0.12254323,0.017153312,0.02292527,cat,0.013228592,0.00033657672,0.040326577,0.37222588,0.2826621,0.046687827,0.1620951,0.07987281,0.0018232764,0.0007412581,airplane,0.6400321,4.588562e-06,9.078714e-05,0.22745684,0.042148177,8.1138045e-05,0.06265198,0.027456876,1.9749668e-05,5.7695e-05,ship
680,airplane,0.2037428,0.114540234,0.062724784,0.05822404,0.07502806,0.09033896,0.04797551,0.051457804,0.16351235,0.13245542,ship,0.279387,0.032585092,0.035653252,0.0012054278,0.017377237,0.0005087987,0.0040347287,0.0006099921,0.61213934,0.016499147,ship,0.43894306,0.003077605,0.0031445113,6.650403e-08,2.644398e-05,1.2429779e-09,1.4662519e-05,3.7242622e-09,0.55470616,8.749485e-05,ship
684,truck,0.019585567,0.09799395,0.103116475,0.06584801,0.14711407,0.065478355,0.14443737,0.09961608,0.053049993,0.2037601,cat,0.00095324626,0.0973859,0.0288703,0.25324205,0.17521441,0.09754549,0.074014574,0.086722896,0.0021387348,0.18391241,deer,2.5850557e-07,0.03961708,0.0002647804,0.017635744,0.82797956,0.021564137,0.0006709225,0.00087659643,7.4044397e-09,0.09139085,frog
686,frog,0.030305313,0.08331826,0.14225084,0.12787049,0.10263329,0.15524608,0.16863717,0.0979497,0.038057588,0.053731255,cat,0.0022971146,0.0058795107,0.11086698,0.3130476,0.16843756,0.11077309,0.14256501,0.13683262,0.006006923,0.003293612,cat,9.181507e-06,0.00078969495,0.1777352,0.6142007,0.044689737,0.041672394,0.021366742,0.09952556,6.9134617e-06,3.8532494e-06,cat
688,airplane,0.44925222,0.041882798,0.022884423,0.037736412,0.055477265,0.1068023,0.028173244,0.040002357,0.13970143,0.07808759,airplane,0.7285311,0.001871929,0.034257367,0.015838426,0.081845246,0.039955687,0.05035541,0.0050652325,0.041011076,0.001268626,airplane,0.99822205,0.00013642384,7.0387904e-07,3.8663005e-05,0.00010298421,0.000151938,0.00014045805,6.948659e-12,0.0012055545,1.2322292e-06,cat
68A,deer,0.07673996,0.10238701,0.09993409,0.09812282,0.11954939,0.11751514,0.10125087,0.115692675,0.073800966,0.09500702,horse,0.011596868,0.027206399,0.0970637,0.19573471,0.122526504,0.19446726,0.025749352,0.3126604,0.005942208,0.007052586,horse,0.00012091865,0.0007327411,0.30624577,0.061094873,0.0020691145,0.27032292,0.0007254905,0.3586481,3.1531214e-05,8.622243e-06,deer
68G,frog,0.006524875,0.086096965,0.1888249,0.067756385,0.1328424,0.08100588,0.24070199,0.08768527,0.022839466,0.085721776,bird,0.0024357606,0.003173878,0.5335876,0.09699219,0.06598268,0.058677506,0.22551934,0.00795015,0.0045565683,0.0011243938,bird,1.0619833e-05,0.00010199196,0.98191327,0.0014937667,0.007497286,0.00013486366,0.008839373,7.097783e-06,1.7275555e-09,1.7383601e-06,deer
68M,frog,0.011525227,0.10392216,0.16386892,0.08454449,0.12792896,0.08741662,0.2139146,0.08272953,0.032961536,0.09118808,frog,0.0030841085,0.010483229,0.31618586,0.082212776,0.1757178,0.054230746,0.32451907,0.021390237,0.007382488,0.0047937166,bird,2.1917502e-05,0.00020283574,0.94746804,0.001383814,0.024726901,0.00035055497,0.025790833,5.3026022e-05,1.7695771e-07,1.9829317e-06,deer
