Image_RID,True_Class,W76_pred,W76_conf,W76_prob_airplane,W76_prob_automobile,W76_prob_bird,W76_prob_cat,W76_prob_deer,W76_prob_dog,W76_prob_frog,W76_prob_horse,W76_prob_ship,W76_prob_truck,XCE_pred,XCE_conf,XCE_prob_airplane,XCE_prob_automobile,XCE_prob_bird,XCE_prob_cat,XCE_prob_deer,XCE_prob_dog,XCE_prob_frog,XCE_prob_horse,XCE_prob_ship,XCE_prob_truck,YHP_pred,YHP_conf,YHP_prob_airplane,YHP_prob_automobile,YHP_prob_bird,YHP_prob_cat,YHP_prob_deer,YHP_prob_dog,YHP_prob_frog,YHP_prob_horse,YHP_prob_ship,YHP_prob_truck
50G,ship,truck,0.2855475842952728,0.026014596,0.103238106,0.054277945,0.07363872,0.09078654,0.035354145,0.10664437,0.06302702,0.16147101,0.28554758,ship,0.7016919255256653,0.05583518,0.106992714,0.0014961006,0.0025240462,0.0026341805,0.01043429,0.006461586,0.0003547041,0.7016919,0.11157523,ship,0.883163571357727,0.10876252,0.0004187903,1.7835433e-07,2.9313426e-07,3.658958e-07,0.0006107241,0.004941674,3.2981768e-09,0.8831636,0.0021019215
50J,airplane,truck,0.1686315387487411,0.11607799,0.09726671,0.07687717,0.0809061,0.096820526,0.086240016,0.073875874,0.09609704,0.107207105,0.16863154,airplane,0.20881287753582,0.20881288,0.19186331,0.058972288,0.06077427,0.055674586,0.066385545,0.18653148,0.009123448,0.047936574,0.113925554,automobile,0.6086987853050232,0.066746034,0.6086988,0.00082628464,1.330009e-05,0.00011055102,0.00031199006,0.32306406,3.4141547e-07,1.3164415e-06,0.00022726436
50M,frog,frog,0.2716319561004638,0.0068465406,0.042727545,0.10114879,0.1561487,0.09156559,0.09541196,0.27163196,0.10854926,0.046802618,0.07916707,frog,0.5035948157310486,0.002814657,0.01385834,0.07243166,0.1972676,0.1565913,0.021098502,0.5035948,0.005943501,0.015118689,0.011280981,frog,0.8444586396217346,5.598306e-07,0.00018082415,0.0054391185,0.0009435011,0.14840582,0.00022234053,0.84445864,0.00034143752,2.2799464e-08,7.694593e-06
50P,bird,airplane,0.7175137400627136,0.71751374,0.023522314,0.028369457,0.012119371,0.008925533,0.019604223,0.008814777,0.029271955,0.0813257,0.070533015,airplane,0.7860590219497681,0.786059,2.8445013e-05,0.024439355,0.00036636175,0.007896666,0.00042220834,0.010804704,2.8665076e-05,0.16913877,0.0008158464,airplane,0.9965671300888062,0.99656713,2.1800017e-15,6.3494163e-06,1.5857546e-10,0.0033849396,3.0436063e-11,5.6089007e-06,4.7886247e-17,3.58863e-05,4.938094e-11
50R,bird,airplane,0.2354446351528167,0.23544464,0.063278005,0.07965849,0.08262185,0.05988037,0.15307392,0.05413721,0.11631345,0.0725368,0.083055206,cat,0.5685598254203796,0.06595145,0.0017807987,0.049645383,0.5685598,0.017419042,0.112572834,0.16123201,0.0010819802,0.016222442,0.005534289,dog,0.7252446413040161,5.1045627e-05,2.4029113e-08,0.01041458,0.118722685,0.11773331,0.72524464,0.027828703,7.582926e-07,3.739651e-06,5.450225e-07
50T,truck,truck,0.2771430015563965,0.034338288,0.08225553,0.07472457,0.0689442,0.102599055,0.042450134,0.09792666,0.0906068,0.12901184,0.277143,truck,0.6263830065727234,0.016346488,0.09125336,0.018614426,0.033220477,0.015937472,0.022000078,0.035793174,0.04856154,0.09188993,0.626383,horse,0.4806475937366485,4.6475285e-05,0.002903008,3.2891043e-05,0.0010094414,2.7099642e-05,0.069377325,0.00050381926,0.4806476,0.0047142874,0.440738
50W,truck,frog,0.1695661395788192,0.02176196,0.06877057,0.091309026,0.12507035,0.0790621,0.12020745,0.16956614,0.16860987,0.057753973,0.097888544,automobile,0.5281870365142822,0.01038519,0.52818704,0.0025590512,0.0183806,0.0025711576,0.37945464,0.0047639012,0.0092214355,0.0033414073,0.041135695,automobile,0.9009544253349304,5.443316e-07,0.9009544,2.7634178e-07,0.00031382492,1.337387e-10,0.097583815,1.6220865e-05,6.0295653e-05,1.1098208e-09,0.001070538
50Y,airplane,truck,0.1730006039142608,0.050441142,0.08665774,0.12047281,0.10659134,0.0693978,0.091125235,0.09850652,0.12636507,0.07744173,0.1730006,truck,0.8211665749549866,0.0009104585,0.10388703,0.010337543,0.025440603,0.0051450497,0.022137191,0.0048336033,0.0019987351,0.004143206,0.8211666,truck,0.9861435294151306,6.504522e-09,0.003663162,0.0024758766,0.00046026777,7.517197e-08,0.00714424,8.8079905e-05,1.5502626e-05,9.27505e-06,0.9861435
510,dog,airplane,0.3716952204704284,0.37169522,0.06553165,0.070583016,0.06609369,0.027486227,0.101622865,0.045221232,0.058082618,0.124999456,0.06868401,ship,0.6248654723167419,0.23100585,0.0015482066,0.009613313,0.01781333,0.004806911,0.019431967,0.07847523,0.00016055808,0.6248655,0.012279151,ship,0.974853217601776,0.02139216,1.1218418e-11,9.432434e-08,3.9588005e-05,9.698447e-07,0.00016171164,0.0035522794,8.374578e-15,0.9748532,2.8225298e-09
512,horse,horse,0.1686189472675323,0.104576245,0.04636762,0.13254367,0.09991641,0.055679284,0.12911984,0.11749164,0.16861895,0.07192844,0.073757865,frog,0.4078541398048401,0.033390827,0.0021965515,0.08228859,0.2490723,0.056936886,0.051886946,0.40785414,0.03151664,0.08141366,0.0034434588,horse,0.728998064994812,6.085589e-05,4.3394234e-06,0.0025657548,0.00068838615,8.003743e-05,0.03875109,0.22884022,0.72899806,1.1187865e-05,9.8520836e-08
514,horse,frog,0.1942437291145324,0.023605954,0.03806181,0.111588165,0.12902607,0.07586846,0.16361529,0.19424373,0.17690802,0.03981623,0.047266226,frog,0.4419443309307098,0.0014814917,0.0006553888,0.29732177,0.08162333,0.026872786,0.08109363,0.44194433,0.06299625,0.0032665976,0.002744445,bird,0.5464789271354675,5.349546e-07,1.1978473e-05,0.5464789,0.0013215044,0.0036890456,0.03451488,0.21577854,0.19820441,3.869607e-08,1.8572679e-07
516,horse,horse,0.2851097583770752,0.03334398,0.022254692,0.11523375,0.13241728,0.044996988,0.18536466,0.13544849,0.28510976,0.018813852,0.027016524,horse,0.8273329138755798,0.00986128,0.00020428156,0.045345657,0.084257536,0.015215414,0.012491037,0.004452608,0.8273329,0.0002564768,0.0005827215,horse,0.9778242111206056,1.3364371e-07,7.036825e-09,5.604832e-06,0.021930303,8.012768e-05,0.00015332874,6.3642883e-06,0.9778242,4.9571618e-11,6.595215e-11
518,airplane,airplane,0.7760385274887085,0.7760385,0.020893278,0.026707115,0.014912996,0.006517556,0.028469633,0.008814994,0.025648426,0.05656524,0.035432264,airplane,0.9840622544288636,0.98406225,2.265712e-05,0.0022702748,5.4549397e-05,0.00057616143,0.0001512502,0.000332245,5.8113424e-06,0.011109403,0.0014154719,airplane,0.9999972581863404,0.99999726,6.6003094e-15,5.052342e-10,3.0142594e-12,1.4238967e-06,2.7637048e-15,5.516423e-09,4.687739e-21,1.3419613e-06,2.5756635e-11
51A,dog,ship,0.2935243546962738,0.0936192,0.11004616,0.055517994,0.036106814,0.049274977,0.027352596,0.034473166,0.02124853,0.29352435,0.2788362,ship,0.8376029133796692,0.09195135,0.040029444,0.0020042646,0.00019179923,0.008943898,0.0008799073,0.00022974284,2.7018805e-05,0.8376029,0.018139577,ship,0.9980518817901612,1.0551318e-05,0.0003310246,3.9614282e-05,5.3069903e-11,0.0015626897,1.3036235e-07,2.5563022e-11,9.265526e-11,0.9980519,4.1341273e-06
51C,automobile,truck,0.5883668065071106,0.01373585,0.06075696,0.026159411,0.035910722,0.06936762,0.0073538977,0.049977798,0.061198074,0.08717288,0.5883668,truck,0.9163205623626708,0.0008372385,0.037831653,6.851022e-05,0.00086230907,0.0013129828,8.81685e-05,0.0008412142,0.00010423393,0.041733168,0.91632056,truck,0.9997308850288392,6.06047e-09,0.00019758024,6.995707e-12,3.90633e-11,1.6919695e-09,6.0987104e-10,8.407989e-08,8.0025325e-10,7.147153e-05,0.9997309
51E,truck,frog,0.1560276299715042,0.023543332,0.109689124,0.11625461,0.120380126,0.059684705,0.08598855,0.15602763,0.059076283,0.11989521,0.14946048,automobile,0.8527396321296692,0.063198656,0.85273963,0.0125488965,0.0024381878,0.0012437496,0.0065516476,0.0015234787,0.0009614716,0.02852957,0.030264784,automobile,0.999771535396576,0.0001959381,0.99977154,1.2799929e-05,1.1255653e-06,8.985374e-09,8.514962e-08,3.1562986e-06,2.3697297e-08,3.0823626e-06,1.2150959e-05
51G,automobile,truck,0.3465931117534637,0.030265586,0.0829272,0.0597353,0.06645531,0.09404069,0.026472567,0.08250786,0.118781865,0.09222056,0.3465931,automobile,0.5403962731361389,0.0025105942,0.5403963,0.005453628,0.018789433,0.0075750686,0.005336234,0.059594423,0.00026751155,0.1042333,0.25584358,automobile,0.9874171018600464,1.5863849e-07,0.9874171,2.2638513e-09,6.8605672e-09,2.3174664e-09,4.115477e-08,5.289248e-06,3.2847167e-10,9.0401635e-08,0.012577333
51J,deer,frog,0.2062263786792755,0.018555675,0.05535954,0.11906816,0.115092345,0.07995763,0.055788692,0.20622638,0.11036053,0.101455204,0.13813579,frog,0.3730097115039825,0.036710303,0.005081468,0.21242698,0.15830958,0.058654267,0.023185715,0.3730097,0.028952261,0.091012634,0.0126570575,frog,0.7052603363990784,0.0015164299,2.099697e-06,0.014160365,0.1625222,0.115493625,0.0003190777,0.70526034,0.00057095283,0.00015405181,9.566982e-07
51M,horse,cat,0.2121842354536056,0.012022609,0.07551016,0.08750052,0.21218424,0.05563076,0.15477951,0.21152686,0.07056611,0.050976507,0.06930268,automobile,0.796380877494812,0.091418914,0.7963809,0.0015416506,0.018221952,0.0028196669,0.005659014,0.0011854236,0.0140373185,0.0086276615,0.060107477,automobile,0.9963819980621338,4.08357e-05,0.996382,2.9762013e-08,0.0012193166,4.0872965e-06,7.0038163e-06,9.904583e-06,0.0022149538,9.5832715e-05,2.6020298e-05
51P,automobile,truck,0.3984535336494446,0.0781145,0.10697779,0.055290245,0.04353256,0.058224037,0.020984018,0.03734065,0.062710434,0.13837221,0.39845353,automobile,0.4808729290962219,0.29239732,0.48087293,0.0014494878,0.0018162003,0.0064259535,0.0047838846,0.00019785309,0.0014769168,0.16305849,0.04752094,automobile,0.9012141823768616,0.009273041,0.9012142,7.840927e-07,2.0922682e-06,0.00015440844,1.1588333e-05,9.17827e-06,2.4376035e-07,0.089152284,0.00018213743
51R,dog,frog,0.1677539646625518,0.04595961,0.05633259,0.105811015,0.12966898,0.067445986,0.09056315,0.16775396,0.11136934,0.11491314,0.11018225,ship,0.5437686443328857,0.0046590855,0.00082499173,0.045940593,0.022700088,0.00953418,0.06823264,0.2510473,0.0027538305,0.54376864,0.050538585,dog,0.8847058415412903,0.00010332068,3.2458132e-07,0.018957403,0.00028359142,0.000501332,0.88470584,0.045713697,3.9238665e-05,0.049692,3.2583755e-06
51T,automobile,frog,0.1813476979732513,0.020504126,0.07810105,0.081972346,0.1528796,0.07749171,0.16210714,0.1813477,0.12308462,0.049840942,0.07267082,automobile,0.9266270399093628,0.0021031143,0.92662704,0.0025081101,0.0057016206,0.0025535177,0.017754063,0.009368419,0.0032456166,0.0010057937,0.029132757,automobile,0.9841545820236206,2.5195457e-06,0.9841546,5.4771635e-07,1.0632092e-05,2.2792727e-07,0.00059454964,0.0025095304,3.213948e-06,2.8059017e-07,0.01272382
51W,truck,horse,0.2062988877296447,0.06705925,0.06286805,0.075224884,0.0879137,0.08450099,0.053291764,0.09753091,0.20629889,0.081531644,0.18377993,cat,0.2981791496276855,0.022310287,0.04329042,0.023326892,0.29817915,0.03266409,0.026241446,0.20633076,0.0006777987,0.116591804,0.23038736,frog,0.8515394330024719,0.012251185,0.004096843,0.024880847,0.03359471,0.064073086,0.0005919028,0.85153943,5.2597978e-05,2.8941015e-05,0.008890434
51Y,frog,frog,0.3233150839805603,0.0043138675,0.023936147,0.117582425,0.14930288,0.055414338,0.1236164,0.32331508,0.13343465,0.030294657,0.038789514,frog,0.4128716588020324,0.001531033,0.0011191468,0.21265422,0.09634379,0.16726147,0.05718992,0.41287166,0.047950998,0.00255676,0.0005209807,deer,0.9846574664115906,6.1256884e-09,4.2160924e-08,0.0013023528,9.5699936e-05,0.98465747,6.6283144e-05,0.013867223,1.1037988e-05,3.4421114e-12,1.0321485e-11
520,dog,frog,0.1596080958843231,0.027536118,0.074747264,0.11481513,0.105026245,0.11634195,0.07792914,0.1596081,0.1175876,0.07855515,0.1278534,bird,0.3504338264465332,0.07859498,0.022612333,0.35043383,0.092929825,0.13504377,0.10469349,0.113100275,0.06368495,0.027815197,0.011091327,deer,0.5072585940361023,0.00031679875,2.9447825e-05,0.44671953,0.0075885947,0.5072586,0.0018510465,0.035794053,0.0003457725,9.5694544e-05,5.2718576e-07
522,ship,truck,0.3569186627864837,0.036848154,0.1076367,0.050431896,0.054784235,0.09564189,0.02199386,0.06506463,0.045244712,0.1654353,0.35691866,ship,0.5251535177230835,0.0875308,0.07987912,0.003831638,0.005996732,0.015706291,0.0032899906,0.0053216694,0.0005681892,0.5251535,0.27272207,ship,0.9873473644256592,0.0013241349,0.0002724916,2.176831e-06,2.45014e-07,6.556965e-05,5.8432397e-06,2.5133439e-05,1.1529922e-08,0.98734736,0.010957027
524,cat,frog,0.2311218380928039,0.008801296,0.040457956,0.1492355,0.1704424,0.052794628,0.074423425,0.23112184,0.14024138,0.04860392,0.08387758,cat,0.7188395857810974,0.0026211361,0.049788356,0.13555387,0.7188396,0.015903253,0.013023723,0.04369501,0.001115543,0.012646606,0.00681284,cat,0.9997637867927552,3.8267567e-09,9.4429225e-07,0.00021059615,0.9997638,2.3437045e-05,8.1235605e-08,1.050166e-06,2.7026742e-08,1.07322096e-10,7.7169354e-11
526,automobile,airplane,0.2712552845478058,0.27125528,0.089801155,0.060885347,0.030758852,0.027529199,0.026348317,0.023668298,0.03241838,0.22219549,0.21513972,airplane,0.8181215524673462,0.81812155,0.06490915,0.0057627345,0.00045387886,0.001560836,0.0009693277,0.00015092196,6.6778535e-05,0.05526264,0.052742165,automobile,0.9161629676818848,0.074798115,0.91616297,0.0005195475,2.7481972e-09,5.632832e-06,7.661124e-12,2.8392025e-08,4.6539894e-12,0.0033007194,0.0052129626
528,dog,dog,0.1811743676662445,0.07668304,0.09611053,0.08283547,0.1143543,0.08103356,0.18117437,0.079528704,0.09680836,0.08111084,0.11036079,dog,0.7284212112426758,0.049686734,0.042446394,0.0144196,0.039969333,0.004855942,0.7284212,0.0029000964,0.0040690517,0.020860279,0.09237133,dog,0.9966411590576172,4.732724e-07,1.2577857e-06,1.6183021e-06,0.0021617094,0.0010224772,0.99664116,7.518913e-08,6.9864325e-07,5.047105e-05,0.00012004154
52A,cat,frog,0.2512824237346649,0.013100686,0.04381009,0.11166819,0.1742132,0.053623155,0.15820447,0.25128242,0.068408825,0.08467044,0.041018553,cat,0.4449830651283264,0.002503697,0.0053355764,0.04643085,0.44498307,0.010000276,0.2840297,0.17170262,0.014884365,0.018248942,0.0018809371,dog,0.8976632952690125,3.364316e-06,6.136108e-05,0.001021708,0.08855108,5.4652966e-05,0.8976633,0.010127476,0.0025076636,9.255484e-06,1.7320285e-07
52C,horse,dog,0.2245665490627288,0.03835971,0.051886912,0.10410693,0.14753781,0.07079967,0.22456655,0.13468455,0.13587023,0.040217947,0.051969696,dog,0.5171926617622375,0.018470429,0.0008431451,0.04098142,0.108952604,0.01350849,0.51719266,0.015862333,0.2330832,0.00057125866,0.05053456,horse,0.907288372516632,1.3277401e-08,1.34763845e-08,6.738967e-05,0.0027726917,8.486535e-06,0.08985925,5.2664126e-07,0.9072884,1.291844e-10,3.1854083e-06
52E,bird,airplane,0.5113040804862976,0.5113041,0.0436587,0.05974644,0.034228973,0.024775395,0.062470466,0.025233334,0.07671568,0.08621828,0.07564861,airplane,0.713889479637146,0.7138895,0.00328977,0.07367429,0.013149398,0.01963256,0.05172895,0.05909746,0.0021694507,0.060988303,0.0023803564,bird,0.47828209400177,0.46893558,3.4106886e-06,0.4782821,7.7296994e-05,0.014272061,0.00020458015,0.03741308,5.569209e-07,0.0008110434,2.8488225e-07
52G,airplane,airplane,0.3191984891891479,0.3191985,0.070338115,0.084946744,0.056249183,0.03933949,0.061703213,0.043591622,0.07227026,0.13517322,0.117189616,airplane,0.5378413200378418,0.5378413,0.0014968059,0.015771579,0.0023438479,0.016923608,0.0020065007,0.0032584972,0.00053420564,0.39977503,0.020048717,ship,0.990257740020752,0.009629831,4.333006e-11,8.963525e-07,2.1969486e-08,0.000110919245,1.072555e-08,2.0642548e-07,5.2387234e-13,0.99025774,4.01255e-07
52J,cat,frog,0.1296261847019195,0.06553928,0.06451309,0.10269682,0.12429581,0.07038247,0.08162996,0.12962618,0.11685769,0.1231673,0.12129133,cat,0.4702508747577667,0.018436229,0.007396335,0.062671684,0.47025087,0.051324777,0.06868118,0.21380278,0.03031005,0.05086602,0.026260048,horse,0.8947038054466248,1.0163777e-05,0.00020807206,0.0008845116,0.028639866,0.0091023445,0.03497761,0.03146777,0.8947038,6.398227e-07,5.126796e-06
52M,frog,truck,0.2450579404830932,0.10444526,0.07753762,0.074284695,0.06271319,0.09567946,0.053257044,0.06751838,0.12136193,0.09814443,0.24505794,frog,0.8454541563987732,0.015716856,0.0040278854,0.06478107,0.027269237,0.016150195,0.0012635984,0.84545416,0.00035202704,0.020471415,0.0045135566,frog,0.9999626874923706,1.1444466e-07,3.2802642e-08,3.7004793e-05,4.642881e-10,1.4238331e-07,7.4970224e-08,0.9999627,9.9927885e-11,2.8358854e-10,4.87376e-10
52P,frog,airplane,0.1652883738279342,0.16528837,0.07300633,0.082276106,0.06967681,0.07938381,0.093284346,0.06693193,0.12251787,0.10511379,0.14252064,frog,0.6603856086730957,0.022183947,0.006625809,0.1263913,0.074516185,0.028732022,0.0481725,0.6603856,0.0022263192,0.023927689,0.0068386677,frog,0.873412549495697,2.2544513e-05,1.4325211e-08,0.015654609,5.401254e-06,0.00014355915,0.11076083,0.87341255,4.2277253e-07,1.7042777e-09,8.366527e-08
52R,bird,frog,0.141768142580986,0.04328545,0.07638597,0.0976017,0.11623598,0.12396299,0.12402594,0.14176814,0.11132484,0.07580814,0.0896009,frog,0.2774645090103149,0.028041527,0.008505702,0.12742983,0.18363298,0.18232435,0.13300008,0.2774645,0.0235156,0.029045874,0.007039632,deer,0.4617100656032562,0.00028717823,2.9172704e-06,0.45099908,0.01019007,0.46171007,0.0012180221,0.075535364,5.4712077e-06,5.1707884e-05,5.979888e-08
52T,truck,truck,0.3980125188827514,0.02164051,0.11051344,0.04207355,0.07132539,0.09543586,0.022582289,0.07149306,0.054235227,0.11268818,0.39801252,truck,0.5958258509635925,0.016215717,0.32990873,0.0006123272,0.002966759,0.003872231,0.001819095,0.0005665392,0.00031033007,0.047902416,0.59582585,truck,0.9903966188430786,1.5316143e-06,0.008470579,1.2029726e-06,5.3540197e-07,1.267103e-05,0.00018070627,1.5756214e-07,4.440607e-07,0.0009356051,0.9903966
52W,automobile,truck,0.1783447712659835,0.022910997,0.10160339,0.10565199,0.15072936,0.048023164,0.06406943,0.15808749,0.05739975,0.113179706,0.17834477,automobile,0.4930841624736786,0.18327376,0.49308416,0.00689852,0.0025528702,0.00024473964,0.0009646585,0.00061916624,0.00042195173,0.11065939,0.20128076,automobile,0.9035075902938844,0.05503254,0.9035076,0.00020755093,5.939315e-07,5.921984e-11,2.0583724e-09,3.3312534e-07,2.409269e-09,0.0011120159,0.04013929
52Y,bird,truck,0.1670573055744171,0.018088607,0.077228785,0.114936925,0.09441617,0.10550984,0.05821927,0.16354844,0.10380917,0.09718549,0.1670573,bird,0.2892476320266723,0.029304247,0.12650128,0.28924763,0.08481949,0.10141624,0.061371837,0.15194026,0.07371666,0.04282253,0.038859796,bird,0.420545756816864,0.00019521908,0.0059807235,0.42054576,0.009888522,0.38291737,0.0044909767,0.16637972,0.008532969,0.0003450417,0.00072367274
530,cat,dog,0.2216624319553375,0.01248198,0.026793486,0.100380376,0.16997294,0.050255105,0.22166243,0.2179722,0.15226753,0.026251666,0.021962339,frog,0.4235999286174774,0.00046041384,0.0023949812,0.107942574,0.2834705,0.024540322,0.1241867,0.42359993,0.030225333,0.002284201,0.0008950138,dog,0.6475495100021362,3.347495e-08,9.626652e-06,0.017087048,0.1308061,0.004234669,0.6475495,0.15831426,0.04199872,6.445992e-09,2.5238068e-08
532,cat,truck,0.1785976737737655,0.06491072,0.08035031,0.12552835,0.08953007,0.07417371,0.05350681,0.09870801,0.1187021,0.11599217,0.17859767,bird,0.4573927223682403,0.045949895,0.031770866,0.45739272,0.11884672,0.040265292,0.04166635,0.056248285,0.010457781,0.17321827,0.024183856,bird,0.933233380317688,0.00026692296,6.3288484e-05,0.9332334,0.019748516,0.020219123,0.0050594513,0.016663479,0.0009663576,0.0037687684,1.0697649e-05
534,cat,frog,0.2687097787857055,0.008034668,0.032165855,0.08006185,0.1673637,0.05926666,0.19984971,0.26870978,0.12757212,0.030773966,0.026201643,frog,0.6306415796279907,0.0008093725,0.013693619,0.022617312,0.16589795,0.041653775,0.08897495,0.6306416,0.032739602,0.0012059858,0.001765795,frog,0.9605098366737366,2.3592281e-09,5.2170883e-05,0.0065043024,0.004685939,0.022998776,0.0051659723,0.96050984,8.300604e-05,2.0163186e-10,1.9179959e-08
536,automobile,truck,0.3900127410888672,0.056840993,0.09759176,0.06375478,0.04939506,0.06212456,0.025185497,0.045118928,0.054659065,0.15531658,0.39001274,truck,0.5228421092033386,0.008536038,0.42243558,0.0032298495,0.0026873644,0.0020095226,0.010239192,0.00018066293,0.000118391516,0.027721338,0.5228421,automobile,0.945536196231842,1.9494243e-08,0.9455362,3.0224259e-05,5.0062683e-09,7.381462e-07,1.0636201e-06,1.2036783e-10,1.4562277e-11,9.430136e-07,0.054430895
538,deer,truck,0.1538183987140655,0.0693743,0.09392904,0.12762783,0.07966051,0.09165453,0.07957844,0.096353084,0.095268086,0.11273583,0.1538184,bird,0.3557608723640442,0.15878114,0.07830415,0.35576087,0.017754203,0.10286965,0.08689971,0.030949745,0.052388962,0.09733519,0.018956376,deer,0.9002053737640381,0.0066286833,0.0011831904,0.07809686,0.00029878342,0.9002054,0.0025704585,0.0028152673,0.0011488656,0.0070465403,5.893871e-06
53A,ship,truck,0.2399017810821533,0.024047425,0.08615462,0.067580305,0.114907406,0.11203017,0.049228735,0.12027494,0.09301708,0.092857525,0.23990178,truck,0.3798896968364715,0.024033757,0.2288333,0.0029983872,0.22450486,0.030507075,0.018996866,0.022771686,0.010199262,0.0572651,0.3798897,deer,0.5653553605079651,0.09976916,0.0034920399,3.3696617e-06,0.17192847,0.56535536,0.049113996,0.036411073,0.0012345276,0.003303159,0.06938892
53C,cat,dog,0.3031297922134399,0.09133455,0.050748553,0.10859445,0.15007038,0.028505264,0.3031298,0.08798716,0.11978554,0.03417757,0.025666716,dog,0.5479599237442017,0.021454848,0.045469407,0.090847045,0.22034962,0.0017501035,0.5479599,0.0062878006,0.05154579,0.0013155233,0.013019997,dog,0.8222330808639526,4.664479e-09,1.6079636e-06,2.3783967e-05,0.1772231,7.3900845e-09,0.8222331,5.96656e-06,0.0005123701,1.3867059e-09,9.009403e-09
53E,frog,frog,0.2080719321966171,0.007532815,0.046629306,0.08416304,0.120950036,0.09723532,0.05255728,0.20807193,0.19408533,0.03891228,0.14986265,deer,0.2802485227584839,0.006259954,0.089462295,0.066955924,0.1602505,0.28024852,0.029103845,0.27607402,0.055453606,0.011402038,0.024789289,horse,0.4981933832168579,2.5797266e-07,0.001299221,0.0019431573,3.1197793e-05,0.3757582,0.00021920099,0.12255369,0.49819338,4.6424318e-09,1.7905605e-06
53G,truck,truck,0.3144294917583465,0.025879962,0.087541096,0.0511693,0.07383838,0.10455293,0.03338547,0.0869393,0.13327874,0.088985264,0.3144295,automobile,0.619063138961792,0.00045959148,0.61906314,0.00082846504,0.010078603,0.026325924,0.004161738,0.021329913,0.01807674,0.009439424,0.29023635,automobile,0.9961395859718324,4.663047e-08,0.9961396,1.01211434e-07,2.1134517e-06,2.7249565e-05,2.4488838e-05,3.92561e-05,0.002508427,1.4266588e-08,0.0012586968
53J,cat,horse,0.3021866679191589,0.026671376,0.050233535,0.061130214,0.10157041,0.06723108,0.04164231,0.11082272,0.30218667,0.04563398,0.19287767,truck,0.8816257119178772,0.00014208356,0.0165499,0.0002817736,0.06529871,0.0045139166,0.002434034,0.023516867,0.005271458,0.00036552353,0.8816257,cat,0.4937853515148163,3.2327239e-06,0.02088916,3.1661186e-06,0.49378535,0.01583267,0.0015542365,0.09693002,0.029819563,7.218415e-10,0.3411827
53M,frog,frog,0.3301557600498199,0.003116832,0.047058053,0.090197146,0.16248165,0.08194634,0.10051183,0.33015576,0.060694013,0.05428032,0.06955808,frog,0.4312421977519989,0.028798249,0.09794119,0.17291333,0.10742081,0.031190854,0.031706247,0.4312422,0.0054244497,0.055713225,0.0376495,frog,0.9845395684242249,0.0001539147,0.0009928591,0.009327506,0.0013021261,0.00329044,0.00031588267,0.98453957,1.3609124e-05,4.5582442e-07,6.3729254e-05
53P,automobile,truck,0.1663465499877929,0.02206711,0.09433061,0.089890495,0.10863257,0.10805889,0.08619689,0.1481936,0.07115188,0.10513137,0.16634655,automobile,0.4918265342712402,0.054458212,0.49182653,0.02297907,0.03417667,0.0090964055,0.021824852,0.030911345,0.01665821,0.0368757,0.28119308,automobile,0.997660994529724,1.031336e-05,0.997661,6.677087e-08,1.6978205e-05,6.6558904e-08,0.000769908,0.00048214843,1.0476206e-06,0.0005930553,0.00046531908
53R,ship,truck,0.342551440000534,0.056462295,0.10432963,0.055960234,0.04534872,0.06237976,0.020101478,0.0520436,0.029203663,0.23161921,0.34255144,ship,0.5213292241096497,0.1872398,0.021014286,0.0067057046,0.0017565228,0.004515766,0.00077503,0.0009978059,4.49239e-05,0.5213292,0.25562102,ship,0.9569490551948548,0.0012700178,0.00018347934,0.0002042371,6.81602e-09,0.00560188,5.965886e-08,6.798583e-07,1.3125304e-11,0.95694906,0.035790574
53T,bird,dog,0.1650001853704452,0.042975318,0.070960075,0.087714925,0.123452164,0.11805653,0.16500019,0.13631223,0.12163233,0.062083926,0.07181226,cat,0.3705426752567291,0.025420072,0.008604202,0.039338857,0.37054268,0.062688306,0.21012245,0.2506571,0.011731383,0.014354782,0.0065401825,cat,0.8565930724143982,0.00029740826,5.4636865e-07,0.00067926716,0.8565931,0.033643015,0.09464275,0.013927273,0.00011912934,9.738691e-05,8.529706e-08
53W,horse,airplane,0.3757660686969757,0.37576607,0.05048873,0.07646376,0.045699183,0.034791827,0.045658473,0.031015545,0.092230976,0.0927677,0.15511769,airplane,0.7928376793861389,0.7928377,0.00019182106,0.1488593,0.022972103,0.016698651,0.00036083467,0.007427156,0.00071783265,0.005729819,0.004204786,bird,0.9209859371185304,0.011327224,1.6964805e-08,0.92098594,0.047433052,0.02023401,2.1172258e-10,1.9656683e-05,1.10680354e-07,3.6981675e-08,5.278595e-10
53Y,deer,frog,0.186826154589653,0.022608828,0.061986666,0.1099417,0.13564779,0.10414375,0.088901184,0.18682615,0.12898694,0.059801072,0.10115592,frog,0.3302103281021118,0.007523092,0.01031955,0.12464567,0.1790112,0.26718763,0.032466743,0.33021033,0.025368163,0.012718807,0.010548813,deer,0.9834476709365844,2.8250744e-07,6.5446534e-07,0.0031481984,0.0030624573,0.9834477,3.1482792e-05,0.010282644,2.6172685e-05,4.559272e-07,3.726187e-09
